Deal ID,Company ID,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO PBId,CEO Education,Deal No.,Deal ID,Announced Date,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,Post Valuation Status,% Acquired,Raised to Date,VC Round,VC Round Up/Down/Flat,Price per Share,Series,Deal Type,Deal Type 2,Deal Type 3,Deal Class,Total Invested Equity,Debt Type,Debt Type 2,Debt Type 3,Debt Amount 1,Debt Amount 2,Debt Amount 3,Debt Raised in Round,Contingent Payout,Deal Status,Business Status,Financing Status,Employees,# Investors,# New Investors,# Follow-on Investors,Implied EV,Revenue,Revenue Growth since last debt deal,Gross Profit,Net Income,EBITDA,EBIT,Total Debt (from financials),Fiscal Year,Valuation/EBITDA,Valuation/EBIT,Valuation/Net Income,Valuation/Revenue,Valuation/Cash Flow,Deal Size/EBITDA,Deal Size/EBIT,Deal Size/Net Income,Deal Size/Revenue,Deal Size/Cash Flow,Debt/EBITDA,Debt/Equity,Implied EV/EBITDA,Implied EV/EBIT,Implied EV/Net Income,Implied EV/Revenue,Implied EV/Cash Flow,EBITDA Margin %,Current Employees,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company State/Province,Company Post Code,Company Country,Year Founded
110654-56T,100137-34,Information Technology,Software,Application Software,"Application Software*, Social/Platform Software, Software Development Applications","CloudTech & DevOps, Mobile, SaaS, TMT","application development, cloud api, crosses platform, mobile app",Venture Capital-Backed,Generating Revenue,Venture Capital,86698-54P,,3,110654-56T,,01-Jan-2017,14.11,Actual,,,,,19.11,2nd Round,,,Series B,Early Stage VC,Series B,,Corporate,14.11,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese Yuan RMB (CNY),"Beijing, China",Asia,East Asia,Beijing,Haidian District,,China,2014
78209-65T,168029-47,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*, Software Development Applications","Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS, TMT","automation platform, data converter, web crawler, web scrapers, web scraping platform",Venture Capital-Backed,Generating Revenue,Venture Capital,149493-52P,"MS (Master of Science), Computer Science; Trinity College, Ph.D. (Doctor of Philosophy), Artificial Intelligence",2,78209-65T,,25-Oct-2016,0.25,Actual,2.21,2.46,Actual,10.00%,0.25,1st Round,,,,Seed Round,Seed Round,,Venture Capital,0.25,,,,,,,,,Completed,Startup,Venture Capital-Backed,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Czech Krona (CZK),"Prague, Czech Republic",Europe,Eastern Europe,Prague,,110 00,Czech Republic,2015
78209-56T,168029-47,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*, Software Development Applications","Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS, TMT","automation platform, data converter, web crawler, web scrapers, web scraping platform",Venture Capital-Backed,Generating Revenue,Venture Capital,149493-52P,"MS (Master of Science), Computer Science; Trinity College, Ph.D. (Doctor of Philosophy), Artificial Intelligence",1,78209-56T,,01-Aug-2015,0.01,Actual,,,,,,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Startup,Accelerator/Incubator Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,US Dollars (USD),"Prague, Czech Republic",Europe,Eastern Europe,Prague,,110 00,Czech Republic,2015
134857-90T,168029-47,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*, Software Development Applications","Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS, TMT","automation platform, data converter, web crawler, web scrapers, web scraping platform",Venture Capital-Backed,Generating Revenue,Venture Capital,149494-51P,Ph.D. (Doctor of Philosophy),3,134857-90T,,12-Jun-2018,,,,,,,0.25,2nd Round,,,,Early Stage VC,,,Venture Capital,,Bridge,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Czech Krona (CZK),"Prague, Czech Republic",Europe,Eastern Europe,Prague,,110 00,Czech Republic,2015
73995-31T,108480-52,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","automatic coding generation, developer experience platform, experience platform, sdk development, sdk generator",Venture Capital-Backed,Generating Revenue,Venture Capital,142274-08P,"Bachelor's, 2006, Computer Science; University of Auckland, ME (Master of Engineering), 2010, Computer Software Engineering; University of Auckland, Ph.D. (Doctor of Philosophy), 2015",4,73995-31T,,14-Jan-2015,,,,,,,0.52,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Startup,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,New Zealand Dollar (NZD),"Auckland, New Zealand",Oceania,Oceania,Auckland,,,New Zealand,2014
73996-57T,108480-52,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","automatic coding generation, developer experience platform, experience platform, sdk development, sdk generator",Venture Capital-Backed,Generating Revenue,Venture Capital,142274-08P,"Bachelor's, 2006, Computer Science; University of Auckland, ME (Master of Engineering), 2010, Computer Software Engineering; University of Auckland, Ph.D. (Doctor of Philosophy), 2015",3,73996-57T,,01-Jan-2015,,,,,,,0.52,2nd Round,,,,Early Stage VC,,,Venture Capital,,,,,,,,,,Completed,Startup,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,New Zealand Dollar (NZD),"Auckland, New Zealand",Oceania,Oceania,Auckland,,,New Zealand,2014
45948-97T,82574-83,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Media and Information Services (B2B), Software Development Applications*","CloudTech & DevOps, SaaS, TMT","analytics driven api performance, api monitoring, api testing, application programming interface, performance analysis",Venture Capital-Backed,Generating Revenue,Venture Capital,93544-66P,"University of Central Lancashire, BE (Bachelor of Engineering), 1991, Mechanical Engineering",2,45948-97T,,17-Feb-2015,0.50,Actual,,,,,0.64,2nd Round,,,,Seed Round,Seed Round,,Venture Capital,0.50,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,US Dollars (USD),"Seattle, WA",Americas,North America,Seattle,Washington,98112,United States,2013
53211-25T,82574-83,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Media and Information Services (B2B), Software Development Applications*","CloudTech & DevOps, SaaS, TMT","analytics driven api performance, api monitoring, api testing, application programming interface, performance analysis",Venture Capital-Backed,Generating Revenue,Venture Capital,93544-66P,"University of Central Lancashire, BE (Bachelor of Engineering), 1991, Mechanical Engineering",3,53211-25T,01-Feb-2016,26-Feb-2016,1.00,Actual,,,,,1.64,3rd Round,,,Series A,Early Stage VC,Series A,,Venture Capital,0.83,Bridge,,,0.18,,,0.18,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,0.21x,,,,,,,8,US Dollars (USD),"Seattle, WA",Americas,North America,Seattle,Washington,98112,United States,2013
108728-11T,230759-74,Information Technology,Software,Network Management Software,"Automation/Workflow Software, Business/Productivity Software, Network Management Software*","CloudTech & DevOps, Cybersecurity, SaaS, TMT","api monitoring software, api security technology, application security testing, cost reduction software, rest api test automation, test automation",Venture Capital-Backed,Generating Revenue,Venture Capital,125043-94P,"Massachusetts Institute of Technology, BS (Bachelor of Science), 2006, Electrical Engineer & Computer Science; UCLA (Anderson), MBA (Master of Business Administration), 2012",1,108728-11T,,11-Jul-2018,2.00,Actual,6.00,8.00,Actual,25.00%,2.00,1st Round,,0.58,,Seed Round,Seed Round,,Venture Capital,2.00,,,,,,,,,Completed,Startup,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94103,United States,2018
69003-46T,157322-08,Information Technology,Software,Network Management Software,Network Management Software*,"CloudTech & DevOps, Cybersecurity","cloud application workload protection, cloud native, cloud native application, cloud-native security, cloud-native security software, cloudtech, cyber security app, security model",Formerly VC-backed,Generating Revenue,Venture Capital,92768-77P,"Diploma, 1992, Computer Engineering; University of California, Santa Cruz, MS (Master of Science), 1994, Computer Engineering; University of California, Santa Cruz, Ph.D. (Doctor of Philosophy), 1996, Computer Engineering",1,69003-46T,23-Nov-2015,09-Sep-2016,3.30,Actual,,,,,3.30,1st Round,,,,Seed Round,Seed Round,,Venture Capital,3.30,,,,,,,,,Completed,Stealth,Venture Capital-Backed,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US Dollars (USD),"San Jose, CA",Americas,North America,San Jose,California,95113,United States,2015
87814-00T,157322-08,Information Technology,Software,Network Management Software,Network Management Software*,"CloudTech & DevOps, Cybersecurity","cloud application workload protection, cloud native, cloud native application, cloud-native security, cloud-native security software, cloudtech, cyber security app, security model",Formerly VC-backed,Generating Revenue,Venture Capital,92768-77P,"Diploma, 1992, Computer Engineering; University of California, Santa Cruz, MS (Master of Science), 1994, Computer Engineering; University of California, Santa Cruz, Ph.D. (Doctor of Philosophy), 1996, Computer Engineering",2,87814-00T,,18-Apr-2017,14.50,Actual,,,,,17.80,2nd Round,,,Series A,Early Stage VC,Series A,,Venture Capital,14.50,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US Dollars (USD),"San Jose, CA",Americas,North America,San Jose,California,95113,United States,2015
115963-30T,157322-08,Information Technology,Software,Network Management Software,Network Management Software*,"CloudTech & DevOps, Cybersecurity","cloud application workload protection, cloud native, cloud native application, cloud-native security, cloud-native security software, cloudtech, cyber security app, security model",Formerly VC-backed,Generating Revenue,Venture Capital,200154-88P,,3,115963-30T,,20-Dec-2018,20.00,Actual,,,,,37.80,3rd Round,,,Series B,Early Stage VC,Series B,,Venture Capital,20.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US Dollars (USD),"San Jose, CA",Americas,North America,San Jose,California,95113,United States,2015
46283-23T,97014-43,Information Technology,Software,Software Development Applications,"Application Software, Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, Mobile, TMT","application creation platform, application development, application development platform, online app creation",Venture Capital-Backed,Generating Revenue,Venture Capital,94348-72P,"Indiana University, BA (Bachelor of Arts), 2006, Telecommunciations",3,46283-23T,12-Jun-2014,09-Sep-2015,1.00,Actual,,,,,1.25,2nd Round,,,,Seed Round,Seed Round,,Venture Capital,1.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,US Dollars (USD),"Indianapolis, IN",Americas,North America,Indianapolis,Indiana,46225,United States,2010
45036-46T,100834-30,Information Technology,Software,Software Development Applications,"Internet Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","api services, cloud application development, database consulting service, database platform, queries engine",Venture Capital-Backed,Generating Revenue,Venture Capital,91983-97P,"B.Tech (Bachelor of Technology), 2013, Computer Science",4,45036-46T,,01-Jan-2015,,,,,,,,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Startup,Accelerator/Incubator Backed,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,US Dollars (USD),"Saint Louis, MO",Americas,North America,Saint Louis,Missouri,63101,United States,2014
52099-48T,100834-30,Information Technology,Software,Software Development Applications,"Internet Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","api services, cloud application development, database consulting service, database platform, queries engine",Venture Capital-Backed,Generating Revenue,Venture Capital,91983-97P,"B.Tech (Bachelor of Technology), 2013, Computer Science",6,52099-48T,,18-Jun-2015,0.05,Actual,,,,,0.12,,,,,Grant,,,Other,,,,,,,,,,Completed,Startup,Accelerator/Incubator Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,US Dollars (USD),"Saint Louis, MO",Americas,North America,Saint Louis,Missouri,63101,United States,2014
62103-70T,100834-30,Information Technology,Software,Software Development Applications,"Internet Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","api services, cloud application development, database consulting service, database platform, queries engine",Venture Capital-Backed,Generating Revenue,Venture Capital,91983-97P,"B.Tech (Bachelor of Technology), 2013, Computer Science",5,62103-70T,,21-Feb-2015,0.29,Actual,,,,,0.12,1st Round,,,,Seed Round,Seed Round,,Venture Capital,0.12,,,,,,,,,Completed,Startup,Accelerator/Incubator Backed,,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,US Dollars (USD),"Saint Louis, MO",Americas,North America,Saint Louis,Missouri,63101,United States,2014
95118-58T,100834-30,Information Technology,Software,Software Development Applications,"Internet Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","api services, cloud application development, database consulting service, database platform, queries engine",Venture Capital-Backed,Generating Revenue,Venture Capital,91983-97P,"B.Tech (Bachelor of Technology), 2013, Computer Science",8,95118-58T,,08-Feb-2017,0.05,,,,,,0.20,,,,,Accelerator/Incubator,,,Other,0.05,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,US Dollars (USD),"Saint Louis, MO",Americas,North America,Saint Louis,Missouri,63101,United States,2014
140296-42T,100834-30,Information Technology,Software,Software Development Applications,"Internet Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","api services, cloud application development, database consulting service, database platform, queries engine",Venture Capital-Backed,Generating Revenue,Venture Capital,91983-97P,"B.Tech (Bachelor of Technology), 2013, Computer Science",7,140296-42T,,04-Jul-2016,0.03,Actual,,,,,0.15,,,,,Accelerator/Incubator,,,Other,0.03,,,,,,,,,Completed,Startup,Venture Capital-Backed,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,US Dollars (USD),"Saint Louis, MO",Americas,North America,Saint Louis,Missouri,63101,United States,2014
40241-80T,82160-38,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, TMT","application deployment, cloud computing application, cloud infrastructure development",Formerly VC-backed,Generating Revenue,Venture Capital,78913-27P,"Birla Institue of Technology, BS (Bachelor of Science), 1987, Computer Science; University of Pennsylvania (Wharton), MBA (Master of Business Administration), 1995, Marketing, Fiannce, Strategy; University of Southern California (USC), MS (Master of Science), 1988, Computer Science",2,40241-80T,09-Dec-2014,29-Mar-2016,7.60,Actual,15.50,23.10,Actual,32.90%,7.95,2nd Round,Up Round,1.30,Series A,Early Stage VC,Series A,,Venture Capital,7.60,,,,,,,,,Completed,Startup,Venture Capital-Backed,51,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,US Dollars (USD),"Santa Clara, CA",Americas,North America,Santa Clara,California,95054,United States,2013
57956-05T,58775-23,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Software Development Applications","CloudTech & DevOps, Cybersecurity, Mobile, SaaS, TMT","app development platform, codeless mobile integration, data protection, devsecops, enterprise data protection, information technology security, low coding / no coding, mobile app integration, mobile data protection, mobility management platform",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",66671-20P,"Columbia University, MBA (Master of Business Administration), 2001; Hebrew University, BA (Bachelor of Arts), 1996, Economics & Business Administration",4,57956-05T,24-Mar-2015,01-Aug-2015,13.00,Actual,,,,,25.39,4th Round,,,Series A3,Early Stage VC,Series A3,,Venture Capital,13.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,8,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,US Dollars (USD),"Redwood City, CA",Americas,North America,Redwood City,California,94065,United States,2011
