Deal ID,Company ID,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO PBId,CEO Education,Deal No.,Deal ID,Announced Date,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,Post Valuation Status,% Acquired,Raised to Date,VC Round,VC Round Up/Down/Flat,Price per Share,Series,Deal Type,Deal Type 2,Deal Type 3,Deal Class,Total Invested Equity,Debt Type,Debt Type 2,Debt Type 3,Debt Amount 1,Debt Amount 2,Debt Amount 3,Debt Raised in Round,Contingent Payout,Deal Status,Business Status,Financing Status,Employees,# Investors,# New Investors,# Follow-on Investors,Implied EV,Revenue,Revenue Growth since last debt deal,Gross Profit,Net Income,EBITDA,EBIT,Total Debt (from financials),Fiscal Year,Valuation/EBITDA,Valuation/EBIT,Valuation/Net Income,Valuation/Revenue,Valuation/Cash Flow,Deal Size/EBITDA,Deal Size/EBIT,Deal Size/Net Income,Deal Size/Revenue,Deal Size/Cash Flow,Debt/EBITDA,Debt/Equity,Implied EV/EBITDA,Implied EV/EBIT,Implied EV/Net Income,Implied EV/Revenue,Implied EV/Cash Flow,EBITDA Margin %,Current Employees,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company State/Province,Company Post Code,Company Country,Year Founded
69842-35T,57184-93,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","application delivery network, cloudtech & devops, cloudtech and devops, developer productivtiy, function marketplace, services marketplace",Formerly VC-backed,Generating Revenue,"Publicly Listed, Venture Capital",49829-68P,"University of California, Berkeley, Graduate",3,69842-35T,05-May-2016,09-May-2016,252.50,Actual,"2,547.50","2,800.00",Actual,9.02%,252.50,2nd Round,Up Round,5.20,Series C,Later Stage VC,Series C,,Venture Capital,252.50,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,"2,000",7,4,2,,280.87,-0.01%,93.54,(282.55),(246.06),(278.90),,2016,-11.38x,-10.04x,-9.91x,9.97x,552.27x,-1.03x,-0.91x,-0.89x,0.90x,49.80x,,,,,,,,-87.61%,"2,968",US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94103,United States,2013
113162-77T,59128-48,Information Technology,Software,Financial Software,"Financial Software*, Software Development Applications","CloudTech & DevOps, FinTech, SaaS, TMT","banking data integration, banking software development, data coding interface, financial software development, network interface platform, payment and processing vertical",Venture Capital-Backed,Generating Revenue,"M&A, Venture Capital",54051-13P,"Duke University, BS (Bachelor of Science), Physics and Chemistry",4,113162-77T,22-Oct-2018,03-Dec-2018,250.00,Actual,"2,400.00","2,650.00",Actual,9.43%,309.30,4th Round,Up Round,129.36,Series C,Later Stage VC,Series C,,Venture Capital,250.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,175,13,9,3,,109.00,,,,,,,2018,,,,24.31x,,,,,2.29x,,,,,,,,,,600,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94120,United States,2013
71782-48T,59128-48,Information Technology,Software,Financial Software,"Financial Software*, Software Development Applications","CloudTech & DevOps, FinTech, SaaS, TMT","banking data integration, banking software development, data coding interface, financial software development, network interface platform, payment and processing vertical",Venture Capital-Backed,Generating Revenue,"M&A, Venture Capital",54051-13P,"Duke University, BS (Bachelor of Science), Physics and Chemistry",3,71782-48T,,19-Jun-2016,44.00,Actual,181.00,225.00,Actual,19.56%,59.30,3rd Round,Up Round,13.26,Series B,Early Stage VC,Series B,,Venture Capital,44.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94120,United States,2013
37480-69T,59128-48,Information Technology,Software,Financial Software,"Financial Software*, Software Development Applications","CloudTech & DevOps, FinTech, SaaS, TMT","banking data integration, banking software development, data coding interface, financial software development, network interface platform, payment and processing vertical",Venture Capital-Backed,Generating Revenue,"M&A, Venture Capital",54051-13P,"Duke University, BS (Bachelor of Science), Physics and Chemistry",2,37480-69T,15-Nov-2014,23-Jan-2015,12.50,Actual,40.00,52.50,Actual,23.81%,15.30,2nd Round,Up Round,3.89,Series A,Early Stage VC,Series A,,Venture Capital,12.50,,,,,,,,,Completed,Startup,Venture Capital-Backed,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94120,United States,2013
44246-62T,52932-88,Information Technology,Communications and Networking,Other Communications and Networking,Other Communications and Networking*,"CloudTech & DevOps, Internet of Things","networking software developer, networking software development firm, networking software service, open networking, open networking platform",Venture Capital-Backed,Generating Revenue,Venture Capital,61106-68P,"Indian Institute of Technology, B.Tech (Bachelor of Technology), 1985, Electrical Engineering; Rice University, MS (Master of Science), 1988, Computer Science",4,44246-62T,12-Dec-2014,16-Jan-2015,52.00,Actual,248.00,300.00,Actual,17.33%,96.00,4th Round,Up Round,2.77,Series D,Later Stage VC,Series D,,Venture Capital,52.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,75,10,4,6,,10.00,,,,,,,2014,,,,30.00x,,,,,5.20x,,,,,,,,,,110,US Dollars (USD),"San Jose, CA",Americas,North America,San Jose,California,95002,United States,2010
81407-53T,52932-88,Information Technology,Communications and Networking,Other Communications and Networking,Other Communications and Networking*,"CloudTech & DevOps, Internet of Things","networking software developer, networking software development firm, networking software service, open networking, open networking platform",Venture Capital-Backed,Generating Revenue,Venture Capital,61106-68P,"Indian Institute of Technology, B.Tech (Bachelor of Technology), 1985, Electrical Engineering; Rice University, MS (Master of Science), 1988, Computer Science",5,81407-53T,,15-Dec-2017,21.10,Actual,300.00,321.10,Actual,6.57%,117.10,5th Round,Flat Round,2.77,Series E,Later Stage VC,Series E,,Venture Capital,21.10,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,US Dollars (USD),"San Jose, CA",Americas,North America,San Jose,California,95002,United States,2010
137616-58T,108952-48,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","api development, api development platform, api lifecycle, api management, developer tools, development platform",Venture Capital-Backed,Generating Revenue,Venture Capital,41251-33P,"Birla Institue of Technology, BE (Bachelor of Engineering), 2010, Electronics",4,137616-58T,28-May-2020,11-Jun-2020,150.00,Actual,"1,850.00","2,000.00",Actual,7.50%,208.00,4th Round,Up Round,26.03,Series C,Later Stage VC,Series C,,Venture Capital,150.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,250,3,1,2,,40.00,,,,,,,2019,,,,50.00x,,,,,3.75x,,,,,,,,,,435,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2014
119839-87T,108952-48,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","api development, api development platform, api lifecycle, api management, developer tools, development platform",Venture Capital-Backed,Generating Revenue,Venture Capital,41251-33P,"Birla Institue of Technology, BE (Bachelor of Engineering), 2010, Electronics",3,119839-87T,,19-Jun-2019,50.00,Actual,290.00,340.00,Actual,14.71%,58.00,3rd Round,Up Round,4.87,Series B,Early Stage VC,Series B,,Venture Capital,50.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,150,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2014
77123-35T,108952-48,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","api development, api development platform, api lifecycle, api management, developer tools, development platform",Venture Capital-Backed,Generating Revenue,Venture Capital,41251-33P,"Birla Institue of Technology, BE (Bachelor of Engineering), 2010, Electronics",2,77123-35T,,13-Oct-2016,7.00,Actual,21.00,28.00,Actual,25.00%,8.00,2nd Round,,1.80,Series A,Early Stage VC,Series A,,Venture Capital,7.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94105,United States,2014
104942-89T,56063-26,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile, SaaS, TMT","api, app collaboration, app developer tools, cloud computing, cloud-hosted messaging, real time collaboration, real time dashboard, realtime apis",Venture Capital-Backed,Generating Revenue/Not Profitable,"Debt Financed, Venture Capital",46586-71P,"University of Leeds, Degree, 2005",5,104942-89T,16-Mar-2018,24-Apr-2018,8.14,Actual,38.38,46.52,Actual,17.49%,11.69,2nd Round,Up Round,11.42,Series A,Later Stage VC,Series A,,Venture Capital,8.14,,,,,,,,,Completed,Generating Revenue/Not Profitable,Venture Capital-Backed,60,3,2,1,,6.41,,,,(1.38),(1.46),0.00,2018,-33.70x,-31.94x,,7.26x,,-5.89x,-5.59x,,1.27x,,,,,,,,,-21.53%,25,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,England,EC1V 9BW,United Kingdom,2010
164754-19T,56063-26,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile, SaaS, TMT","api, app collaboration, app developer tools, cloud computing, cloud-hosted messaging, real time collaboration, real time dashboard, realtime apis",Venture Capital-Backed,Generating Revenue/Not Profitable,"Debt Financed, Venture Capital",46586-71P,"University of Leeds, Degree, 2005",6,164754-19T,,17-Nov-2020,0.97,Actual,8.08,9.05,Actual,10.73%,12.66,3rd Round,Down Round,2.14,,Later Stage VC,,,Venture Capital,0.97,,,,,,,,,Completed,Generating Revenue/Not Profitable,Venture Capital-Backed,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,England,EC1V 9BW,United Kingdom,2010
104267-08T,56063-26,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile, SaaS, TMT","api, app collaboration, app developer tools, cloud computing, cloud-hosted messaging, real time collaboration, real time dashboard, realtime apis",Venture Capital-Backed,Generating Revenue/Not Profitable,"Debt Financed, Venture Capital",46586-71P,"University of Leeds, Degree, 2005",4,104267-08T,,09-Apr-2018,,,,,,,3.55,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Generating Revenue/Not Profitable,Venture Capital-Backed,60,1,1,,,6.41,,,,(1.38),(1.46),0.00,2018,,,,,,,,,,,,,,,,,,-21.53%,25,US Dollars (USD),"London, United Kingdom",Europe,Western Europe,London,England,EC1V 9BW,United Kingdom,2010
87841-63T,89148-61,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, TMT","business productivity software, cloudtech and devops, qa software platform, quality assurance software, software testing, software testing platform, test management platform",Formerly VC-backed,Generating Revenue,"Debt Financed, Venture Capital",91866-07P,"Brown University, BS (Bachelor of Science), 1985, Applied Mathematics; University of Pennsylvania (Wharton), MBA (Master of Business Administration), 1989",5,87841-63T,23-Jan-2017,17-May-2017,40.00,Actual,60.00,100.00,Actual,40.00%,50.54,3rd Round,Up Round,2.33,Series C,Later Stage VC,Series C,,Venture Capital,40.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,80,1,,1,,5.03,,,,,,,2016,,,,19.86x,,,,,7.95x,,,,,,,,,,100,US Dollars (USD),"Atlanta, GA",Americas,North America,Atlanta,Georgia,30305,United States,2011
65016-55T,89148-61,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, TMT","business productivity software, cloudtech and devops, qa software platform, quality assurance software, software testing, software testing platform, test management platform",Formerly VC-backed,Generating Revenue,"Debt Financed, Venture Capital",91866-07P,"Brown University, BS (Bachelor of Science), 1985, Applied Mathematics; University of Pennsylvania (Wharton), MBA (Master of Business Administration), 1989",2,65016-55T,,20-Jan-2016,5.04,Actual,14.35,19.39,Actual,26.00%,7.54,2nd Round,Up Round,0.78,Series B,Early Stage VC,Series B,,Venture Capital,5.04,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,70,3,1,2,,2.00,,,,,,,2015,,,,9.70x,,,,,2.52x,,,,,,,,,,100,US Dollars (USD),"Atlanta, GA",Americas,North America,Atlanta,Georgia,30305,United States,2011
44997-67T,89148-61,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, TMT","business productivity software, cloudtech and devops, qa software platform, quality assurance software, software testing, software testing platform, test management platform",Formerly VC-backed,Generating Revenue,"Debt Financed, Venture Capital",91866-07P,"Brown University, BS (Bachelor of Science), 1985, Applied Mathematics; University of Pennsylvania (Wharton), MBA (Master of Business Administration), 1989",1,44997-67T,,29-Jan-2015,2.50,Actual,7.50,10.00,Actual,25.00%,2.50,1st Round,,0.69,Series A,Early Stage VC,Series A,,Venture Capital,2.50,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,30,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,US Dollars (USD),"Atlanta, GA",Americas,North America,Atlanta,Georgia,30305,United States,2011
100890-64T,167310-73,Information Technology,Software,Business/Productivity Software,"Application Software, Business/Productivity Software*, Database Software, Vertical Market Software","Advanced Manufacturing, Big Data, CloudTech & DevOps, Internet of Things, TMT","advanced analytics, advances analytics, analytics application, cloud native, digital twins, global software, industrial internet of things, internet of things, prescriptive analytics",Angel-Backed,Generating Revenue,Pre-venture,148023-91P,"Master's, Computer Science",2,100890-64T,26-Jul-2018,02-Feb-2018,6.24,Actual,41.66,47.90,Actual,13.03%,7.01,Angel,,6.43,Series A,Angel (individual),Series A,,Individual,6.24,,,,,,,,,Completed,Generating Revenue,Angel-Backed,38,,,,,4.11,,,,(3.87),(3.87),0.00,2017,-12.38x,-12.37x,,11.65x,,-1.61x,-1.61x,,1.52x,,,,,,,,,-94.13%,38,British Pounds (GBP),"Farnborough, United Kingdom",Europe,Western Europe,Farnborough,England,GU14 7NA,United Kingdom,2015
100890-37T,167310-73,Information Technology,Software,Business/Productivity Software,"Application Software, Business/Productivity Software*, Database Software, Vertical Market Software","Advanced Manufacturing, Big Data, CloudTech & DevOps, Internet of Things, TMT","advanced analytics, advances analytics, analytics application, cloud native, digital twins, global software, industrial internet of things, internet of things, prescriptive analytics",Angel-Backed,Generating Revenue,Pre-venture,148023-91P,"Master's, Computer Science",1,100890-37T,,15-Jan-2015,0.77,Actual,,,,,0.77,Angel,,,,Angel (individual),Angel (individual),,Individual,0.77,,,,,,,,,Completed,Startup,Angel-Backed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,British Pounds (GBP),"Farnborough, United Kingdom",Europe,Western Europe,Farnborough,England,GU14 7NA,United Kingdom,2015
59379-40T,58219-39,Information Technology,Software,Automation/Workflow Software,"Automation/Workflow Software*, Social/Platform Software","CloudTech & DevOps, Mobile, SaaS, TMT","automatic formatting, cloud-based software, collaboration software, word processor",Formerly VC-backed,Generating Revenue,"Debt Financed, Venture Capital",39131-47P,"Stanford University, BS (Bachelor of Science), 2002, Computer Science; Stanford University, MS (Master of Science), 2003, Computer Science",2,59379-40T,02-Oct-2015,15-Oct-2015,31.00,Actual,346.31,377.31,Actual,8.24%,46.00,2nd Round,Up Round,24.16,Series B,Early Stage VC,Series B,,Venture Capital,31.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,28,3,1,2,,30.00,,,,,,,2015,,,,12.58x,,,,,1.03x,,,,,,,,,,40,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94103,United States,
118690-21T,165913-30,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","CloudTech & DevOps, SaaS, TMT","bare metal cloud, bare metal provisioning, cloudtech and devops, data center automation, devops, distributing infrastructure management, edge infrastructure, infrastructure as coding, infrastructure software, provisioning software",Venture Capital-Backed,Profitable,Venture Capital,143876-44P,"Duke University, BS (Bachelor of Science), 1991, Engineering; Louisiana State University, MS (Master of Science), 1993",2,118690-21T,,22-Jan-2019,0.50,Actual,0.75,1.25,Actual,40.00%,2.30,2nd Round,,0.14,,Seed Round,Seed Round,,Venture Capital,0.50,,,,,,,,,Completed,Profitable,Venture Capital-Backed,4,4,,4,,0.40,60.00%,,,,,,2018,,,,3.13x,,,,,1.25x,,,,,,,,,,7,US Dollars (USD),"Austin, TX",Americas,North America,Austin,Texas,78746,United States,2014
74881-81T,165913-30,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","CloudTech & DevOps, SaaS, TMT","bare metal cloud, bare metal provisioning, cloudtech and devops, data center automation, devops, distributing infrastructure management, edge infrastructure, infrastructure as coding, infrastructure software, provisioning software",Venture Capital-Backed,Profitable,Venture Capital,143876-44P,"Duke University, BS (Bachelor of Science), 1991, Engineering; Louisiana State University, MS (Master of Science), 1993",1,74881-81T,01-Jan-2015,20-Jun-2017,1.80,Actual,,,,,1.80,1st Round,,,,Seed Round,Seed Round,,Venture Capital,,Bridge,,,1.80,,,1.80,,Completed,Generating Revenue,Venture Capital-Backed,4,7,7,,,0.25,,,,,,,2016,,,,,,,,,7.20x,,,,,,,,,,7,US Dollars (USD),"Austin, TX",Americas,North America,Austin,Texas,78746,United States,2014
82935-55T,170935-30,Information Technology,IT Services,IT Consulting and Outsourcing,"IT Consulting and Outsourcing*, Media and Information Services (B2B), Systems and Information Management","CloudTech & DevOps, Industrials, TMT","application management, business consulting, business consulting service, business technology, software services, software services company, staff augmentation, technology services",Venture Capital-Backed,Generating Revenue,Venture Capital,90022-96P,"Degree, 1985; Degree, 1988",1,82935-55T,10-May-2016,24-Feb-2017,1.00,Actual,5.00,6.00,Actual,16.67%,1.00,1st Round,,,,Early Stage VC,,,Venture Capital,1.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,18,,,,,6.50,,,0.55,,,,2016,,,10.91x,0.92x,,,,1.82x,0.15x,,,,,,,,,,18,US Dollars (USD),"Pleasanton, CA",Americas,North America,Pleasanton,California,94588,United States,2012
104499-01T,227686-69,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile, TMT","application coding, codeshare service, coding services, drone applications, source code developer",Venture Capital-Backed,Generating Revenue,Venture Capital,183761-02P,,1,104499-01T,,24-Oct-2017,0.17,Actual,0.28,0.46,Actual,37.74%,0.17,1st Round,,78.16,,Early Stage VC,,,Venture Capital,0.17,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,2,2,,,0.01,,,,,(0.02),0.00,2017,,-21.52x,,"2,347.63x",,,-8.12x,,885.97x,,,,,,,,,,,British Pounds (GBP),"Birmingham, United Kingdom",Europe,Western Europe,Birmingham,England,B16 8PF,United Kingdom,2016
141384-61T,231375-97,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, Mobile","application development, application toolkit, mobile application development, mobile subscription toolkit, subscription toolkit",Venture Capital-Backed,Generating Revenue,Venture Capital,190272-70P,,3,141384-61T,,11-Aug-2020,15.00,Actual,40.00,54.18,Actual,28.47%,16.65,2nd Round,Up Round,3.41,Series A,Early Stage VC,Series A,,Venture Capital,14.18,Other,,,0.82,,,0.82,,Completed,Generating Revenue,Venture Capital-Backed,17,9,6,3,,4.00,,,,,,,2020,,,,13.54x,,,,,3.75x,,,0.06x,,,,,,,17,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94116,United States,2018
112616-65T,231375-97,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, Mobile","application development, application toolkit, mobile application development, mobile subscription toolkit, subscription toolkit",Venture Capital-Backed,Generating Revenue,Venture Capital,190272-70P,,2,112616-65T,16-Aug-2018,04-Oct-2018,1.53,Actual,5.00,6.53,Actual,23.37%,1.65,1st Round,,1.06,Series A,Early Stage VC,Series A,,Venture Capital,1.53,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94116,United States,2018
109583-83T,231375-97,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, Mobile","application development, application toolkit, mobile application development, mobile subscription toolkit, subscription toolkit",Venture Capital-Backed,Generating Revenue,Venture Capital,190272-70P,,1,109583-83T,,01-Jan-2018,0.12,Actual,1.71,1.71,Actual,7.00%,0.12,,,,,Accelerator/Incubator,,,Other,0.12,,,,,,,,,Completed,Generating Revenue,Accelerator/Incubator Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94116,United States,2018
123779-98T,117104-77,Information Technology,Software,Communication Software,"Application Software, Communication Software*, Database Software","CloudTech & DevOps, HealthTech, Mobile, SaaS","ccpa, chatting platform, cloud solutions, cloudtech and devops, devops, digital workplace platform, enterprise collaboration platform, gdpr compliant, hipaa-compliant, live chat software, live chatting platform, omnichannel customer experience, on-premise, on-premise platform, open source, saas, team chatting app, team chatting platform, team collaboration, team communication",Venture Capital-Backed,Generating Revenue,Venture Capital,211231-81P,,2,123779-98T,,08-Jul-2019,2.90,Actual,28.00,30.90,Actual,,7.90,2nd Round,Up Round,,,Seed Round,Seed Round,,Venture Capital,2.90,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,31,4,3,1,,0.79,,,(0.66),(0.64),,,2019,-48.43x,,-47.03x,39.26x,,-4.55x,,-4.41x,3.68x,,,,,,,,,-81.07%,65,US Dollars (USD),"Wilmington, DE",Americas,North America,Wilmington,Delaware,19802,United States,2015
123481-72T,117104-77,Information Technology,Software,Communication Software,"Application Software, Communication Software*, Database Software","CloudTech & DevOps, HealthTech, Mobile, SaaS","ccpa, chatting platform, cloud solutions, cloudtech and devops, devops, digital workplace platform, enterprise collaboration platform, gdpr compliant, hipaa-compliant, live chat software, live chatting platform, omnichannel customer experience, on-premise, on-premise platform, open source, saas, team chatting app, team chatting platform, team collaboration, team communication",Venture Capital-Backed,Generating Revenue,Venture Capital,211231-81P,,1,123481-72T,,10-Nov-2016,5.00,Actual,11.66,16.66,Actual,,5.00,1st Round,,,,Seed Round,Seed Round,,Venture Capital,5.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,US Dollars (USD),"Wilmington, DE",Americas,North America,Wilmington,Delaware,19802,United States,2015
123760-18T,277479-19,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","CloudTech & DevOps, Robotics and Drones, SaaS","automation bot, automation services, bot-based workforce, process automation tools, rpa software",Venture Capital-Backed,Generating Revenue,Venture Capital,211636-99P,,1,123760-18T,,01-Sep-2019,0.50,Actual,2.00,2.50,Actual,,0.50,1st Round,,,Series 1,Seed Round,Series 1,,Venture Capital,0.50,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,,0.50,,,,,,,2019,,,,5.00x,,,,,1.00x,,,,,,,,,,,US Dollars (USD),"Santiago, Chile",Americas,South America,Santiago,,,Chile,2016
86814-46T,110488-87,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","Big Data, CloudTech & DevOps, SaaS, TMT","cloud infrastructure, cloud native, copy data management, data archival, data backup service, data management, data management service, data protection system",Venture Capital-Backed,Generating Revenue,Venture Capital,35112-34P,"Indian Institute of Technology, B.Tech (Bachelor of Technology), Electrical Engineering; University of Pennsylvania (Wharton), MBA (Master of Business Administration), Finance",4,86814-46T,,28-Apr-2017,180.00,Actual,"1,190.00","1,370.00",Actual,13.14%,292.00,4th Round,Up Round,11.85,Series D,Later Stage VC,Series D,,Venture Capital,180.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,330,7,4,3,,100.00,100.00%,,,,,,2017,,,,13.70x,,,,,1.80x,,,,,,,,,,"1,713",US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,California,94304,United States,2014
74036-26T,110488-87,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","Big Data, CloudTech & DevOps, SaaS, TMT","cloud infrastructure, cloud native, copy data management, data archival, data backup service, data management, data management service, data protection system",Venture Capital-Backed,Generating Revenue,Venture Capital,35112-34P,"Indian Institute of Technology, B.Tech (Bachelor of Technology), Electrical Engineering; University of Pennsylvania (Wharton), MBA (Master of Business Administration), Finance",3,74036-26T,08-Jul-2016,15-Aug-2016,61.00,Actual,250.00,311.00,Actual,19.61%,112.00,3rd Round,Up Round,6.85,Series C,Later Stage VC,Series C,,Venture Capital,61.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,160,4,1,3,,50.00,,,,,,,2016,,,,6.22x,,,,,1.22x,,,,,,,,,,"1,713",US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,California,94304,United States,2014
132858-28T,110488-87,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","Big Data, CloudTech & DevOps, SaaS, TMT","cloud infrastructure, cloud native, copy data management, data archival, data backup service, data management, data management service, data protection system",Venture Capital-Backed,Generating Revenue,Venture Capital,96366-61P,"Indian Institute of Technology, B.Tech (Bachelor of Technology), 1996, Computer Science; University of Washington, Master's, Computer Science",7,132858-28T,,09-Oct-2020,373.50,Estimated,"3,300.00","3,673.50",Actual,10.17%,926.50,6th Round,Flat Round,23.55,Series E,Later Stage VC,Series E,,Venture Capital,373.50,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,"1,622",4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,713",US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,California,94304,United States,2014
115522-30T,110488-87,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","Big Data, CloudTech & DevOps, SaaS, TMT","cloud infrastructure, cloud native, copy data management, data archival, data backup service, data management, data management service, data protection system",Venture Capital-Backed,Generating Revenue,Venture Capital,35112-34P,"Indian Institute of Technology, B.Tech (Bachelor of Technology), Electrical Engineering; University of Pennsylvania (Wharton), MBA (Master of Business Administration), Finance",5,115522-30T,,15-Jan-2019,261.00,Actual,"3,039.00","3,300.00",Actual,7.91%,553.00,5th Round,Up Round,23.55,Series E,Later Stage VC,Series E,,Venture Capital,261.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,"1,400",7,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,713",US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,California,94304,United States,2014
50736-34T,110488-87,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","Big Data, CloudTech & DevOps, SaaS, TMT","cloud infrastructure, cloud native, copy data management, data archival, data backup service, data management, data management service, data protection system",Venture Capital-Backed,Generating Revenue,Venture Capital,35112-34P,"Indian Institute of Technology, B.Tech (Bachelor of Technology), Electrical Engineering; University of Pennsylvania (Wharton), MBA (Master of Business Administration), Finance",2,50736-34T,,26-May-2015,41.00,Actual,95.00,136.00,Actual,30.15%,51.00,2nd Round,Up Round,9.79,Series B,Early Stage VC,Series B,,Venture Capital,41.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,713",US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,California,94304,United States,2014
